Record_ID;Date;Cocoa_Roasting_Level;Sugar_Granularity;Milk_Solid_Percentage;Nuts_Inclusion_Rate;Texture_Smoothness;Sweetness_Level;Cocoa_Source_Check;Flavor_Infusion;Shelf_Life_Test;Seal_Integrity;Barcode_Scan_Success;Box_Dimensions;Label_Readability;Nutritional_Info_Accuracy;Chocolate_Glossiness;Status
WX6340;05.08.2023;0,292819478;0,06;0,46224799;0,412165072;1503,589822;55127,96725;1,084278281;1,678067123;173,0159605;0,729319893;0,979354584;5,183421946;82,14786519;1065,613479;0,881254357;Okay
WX6341;07.08.2023;0,273924058;0,05;0,514446959;0,65178669;1775,8043;55363,74572;0,950395486;1,492323218;150,2724153;0,95659892;0,980569098;5,098009558;83,90242102;-26,4257983;0,813914405;Okay
WX6342;05.08.2023;1,286054353;0,07;0,303243542;0,24822746;1860,927759;55501,03336;0,893300943;1,747479763;169,9223139;0,998329409;0,99482155;5,043840525;82,36373139;1149,489389;0,812940442;Okay
WX6343;06.08.2023;0,765802316;0,08;0,475409069;0,496089978;1648,550405;55446,99129;1,039780226;1,370113676;154,3019731;0,832532047;0,977586559;5,117780447;80,67915295;1903,071636;0,803252549;Okay
WX6344;04.08.2023;1,964515223;0,08;0,431248634;0,69017781;1721,581123;55583,03356;0,92387832;1,44137378;172,3172956;0,853757361;0,966922781;5,029817621;80,38113481;2233,395913;0,803073292;Okay
WX6345;01.08.2023;0,030535932;0,05;0,560844845;0,626170342;1673,179903;55101,75017;0,720815311;1,083215135;154,0782944;0,756127385;0,974603939;5,134053067;79,85711355;2261,618632;0,80332259;Okay
WX6346;07.08.2023;1,178331439;0,07;0,524701256;0,675946467;1517,835447;55503,72463;0,95057818;1,319676799;172,5029232;0,905068686;0,979669775;5,091001953;80,17117121;420,3026403;0,903959328;Okay
WX6347;01.08.2023;1,639781696;0,07;0,626843207;0,813535384;1816,314316;55554,76686;0,8176538;1,105551765;178,3724008;0,723260923;1,000086635;5,064825091;79,75490343;1082,462539;0,88313078;Okay
WX6348;07.08.2023;6,273229503;0,06;0,298505614;0,874629321;1895,418088;55881,02215;0,759948199;1,481639368;156,7063164;0,869988149;0,987866346;5,047809073;79,25727756;821,3286583;0,823970495;Okay
WX6349;06.08.2023;1,419542883;0,07;0,438308649;0,46670681;1676,432701;55571,07619;1,22355903;1,938738192;150,2618763;0,825535117;0,978913103;5,126071841;79,41782194;2651,732369;0,876649849;Okay
WX6350;05.08.2023;0,329704934;0,06;0,519554872;0,147985477;1560,66303;55547,29552;1,115094543;1,811026483;153,3274579;0,759991793;0,977167438;5,080724469;80,23252982;1887,612079;0,845122663;Okay
WX6351;02.08.2023;0,143122384;0,06;0,629199323;0,767480259;1712,131228;55812,07782;0,928533074;1,437245588;177,5795437;0,947490582;0,974672324;5,167697651;82,46970122;194,9274307;0,902188005;Not Okay
WX6352;04.08.2023;1,280251365;0,07;0,38936785;0,194372747;1879,996967;55064,9975;1,291164223;1,300706695;164,1112536;0,925334817;0,984038849;5,011679152;79,63463965;1616,263411;0,820616989;Not Okay
WX6353;07.08.2023;0,925778314;0,06;0,419643702;0,275555503;1754,444123;55647,96216;0,920317485;1,329423658;166,1298702;0,789910033;0,969840886;5,075107992;79,748196;819,3691796;0,913288768;Okay
WX6354;07.08.2023;2,867592872;0,06;0,6314622;0,622533963;1589,190187;55811,80444;0,846675387;1,472656199;154,5925286;0,815880234;0,979845654;5,019501688;79,29906017;1488,25015;0,835005432;Okay
WX6355;06.08.2023;1,621060867;0,06;0,730408459;0,696588195;1732,347453;55094,59571;0,984104515;1,242824127;179,6126061;0,775776327;0,959797515;5,1692698;78,10432752;-632,7818105;0,809117985;Okay
WX6356;04.08.2023;0,891030517;0,07;0,670593796;0,655717799;1637,28346;55811,57246;1,267337475;1,338140144;155,4746681;0,762940023;0,964401725;5,065851919;80,80057288;-190,5471571;0,833212244;Okay
WX6357;05.08.2023;0,646032552;0,06;0,671576999;0,450793755;1509,895221;55787,15593;1,098390966;1,492279063;168,067599;0,766413841;0,963363583;5,116997983;80,6126674;2737,331169;0,915328777;Not Okay
WX6358;05.08.2023;0,647679375;0,06;0,543111796;0,834453647;1883,729794;55000,94313;1,138355885;1,841065973;167,0825488;0,740140572;0,989619794;5,122411115;77,54166298;-298,3858718;0,839663667;Okay
WX6359;07.08.2023;0,320720772;0,07;0,513240463;0,765757015;1833,671272;55246,15712;0,799175186;1,09537176;151,9621448;0,801683718;0,9881939;5,164091627;78,70688851;648,2005408;0,836252561;Okay
WX6360;02.08.2023;0,021847279;0,05;0,690175773;0,630946072;1888,11214;55151,25822;0,724087606;1,404781331;179,8931948;0,908123254;0,979615174;5,194709802;82,87538218;789,2971061;0,82666462;Okay
WX6361;02.08.2023;1,069319689;0,08;0,4674036;0,452860546;1786,774978;55511,33784;1,022277351;1,190403642;166,5016834;0,778932014;0,979928446;5,056918354;79,74345869;-1362,340583;0,850666066;Okay
WX6362;01.08.2023;0,298479547;0,06;0,398965721;0,471060747;1688,890218;55914,00661;0,898197003;1,637033278;154,667086;0,910873811;0,981099612;5,092051202;78,99431773;-662,976773;0,834509916;Okay
WX6363;04.08.2023;0,292008434;0,06;0,528338285;0,240773314;1707,139138;55602,70644;0,725594744;1,570707618;172,6441396;0,929600508;0,968890359;5,10878174;77,98276055;-1191,729127;0,831876332;Okay
WX6364;04.08.2023;0,167458972;0,05;0,463931935;0,723763998;1585,940563;55601,803;1,237693745;1,5772626;161,7729889;0,801459908;0,973440425;5,04566402;81,83262736;1001,132472;0,896828583;Okay
WX6365;05.08.2023;0,262777201;0,06;0,423160279;0,792770706;1662,245622;55122,84864;0,715061606;1,532756669;170,1030319;0,717305704;0,990420937;5,033474025;81,12707735;859,4056848;0,838895498;Okay
WX6366;01.08.2023;0,040381743;0,08;0,585062901;0,761825329;1568,817388;55666,37931;0,707592975;1,733583224;156,7029607;0,91534261;0,994845563;5,001725136;79,46321308;-875,4117921;0,824858747;Okay
WX6367;06.08.2023;1,401960148;0,06;0,474991671;0,537678358;1698,853971;55888,32058;0,879501502;1,154059163;177,6679794;0,741665289;0,971238031;5,010495851;81,83944416;1139,155763;0,882298947;Okay
WX6368;04.08.2023;0,641446083;0,07;0,518454468;0,770352913;1771,286004;55429,34763;0,998352508;1,185803181;151,2281879;0,782186392;0,971887282;5,151713108;79,66201484;443,2726817;0,810882379;Okay
WX6369;01.08.2023;1,030564458;0,05;0,554115405;0,732327067;1607,770422;55681,76791;0,970477545;1,70889886;150,6070897;0,877476926;0,98520664;5,143985316;79,50619057;1667,46147;0,828134306;Okay
WX6370;01.08.2023;1,266544621;0,07;0,323484699;0,76588745;1896,382306;55294,93111;0,915986599;1,131775609;175,9449739;0,975858523;0,987248565;5,005309264;82,11666222;1988,666175;0,88142148;Okay
WX6371;07.08.2023;4,491260075;0,08;0,623936685;0,885546665;1771,675361;55268,89921;1,218266954;1,726975892;166,325932;0,926557306;0,977383387;5,094662835;80,16727249;180,7465354;0,826901824;Okay
WX6372;05.08.2023;0,088384711;0,06;0,730093635;0,748000027;1592,365431;55185,09304;0,878551201;1,16442258;160,24507;0,780767269;0,995595151;5,027669459;78,16418226;1850,872566;0,802781355;Okay
WX6373;01.08.2023;0,676429258;0,07;0,628066626;0,316551973;1570,140261;55241,50273;1,09167385;1,99157496;154,2343305;0,943833802;0,97977404;5,042516707;78,28542806;665,614666;0,893964477;Okay
WX6374;02.08.2023;0,352784442;0,08;0,140725317;0,756690333;1571,387721;55342,75846;0,939164752;1,045129953;151,7944441;0,822939489;0,960321482;5,183042149;79,44976353;606,0877156;0,842939296;Okay
WX6375;02.08.2023;0,809528959;0,07;0,522543836;0,400508085;1909,019381;55566,72809;0,933204838;1,776417087;158,8648492;0,743247048;0,995721177;5,133144245;79,07593745;1362,340005;0,856163026;Okay
WX6376;03.08.2023;3,164562373;0,05;0,314157364;0,512953774;1599,381635;55780,65465;1,259685459;1,23195927;174,3317481;0,792826664;0,986622948;5,068574163;80,92575078;444,3986;0,866796803;Okay
WX6377;05.08.2023;1,609121756;0,06;0,619371218;0,737119622;1570,716992;55289,56314;1,118468368;1,323629697;155,7748146;0,946542642;0,998779988;5,189768189;76,21552574;1043,950051;0,869417999;Okay
WX6378;07.08.2023;1,355700303;0,05;0,619733247;0,353375066;1568,875689;55168,11162;1,022923749;1,911813511;179,3843287;0,811282936;0,976089004;5,186714473;80,19557024;722,540471;0,802241506;Okay
WX6379;06.08.2023;0,727557191;0,08;0,537260925;0,120866515;1644,603804;55449,76275;0,804772589;1,306598649;173,74811;0,813985741;0,967565675;5,081043568;80,6930173;851,644208;0,89863323;Okay
WX6380;03.08.2023;1,390049409;0,07;0,235659587;0,674515618;1758,432599;55789,51469;0,782555497;1,37703171;150,3540697;0,992923694;0,980765122;5,053464785;81,08125069;4020,903052;0,829438156;Okay
WX6381;02.08.2023;0,041138817;0,08;0,5010388;0,821739296;1533,212604;55389,33237;0,816188599;1,182203977;166,4902877;0,854877491;0,98111942;5,189281853;78,10082208;743,7969345;0,879567343;Okay
WX6382;07.08.2023;1,103082467;0,05;0,387901395;0,842310759;1566,962523;55913,27448;1,07616194;1,077173821;161,8758395;0,849041274;0,972204904;5,169106639;81,90515032;7,145726851;0,878244636;Okay
WX6383;03.08.2023;1,00866934;0,06;0,513865516;0,739128147;1910,11013;55247,91468;0,733611206;1,10798613;163,3206849;0,91897039;0,957467359;5,082439529;78,44661971;-1454,813768;0,8786694;Okay
WX6384;05.08.2023;0,532034576;0,05;0,498556307;0,848114286;1759,472599;55758,31388;0,978459605;1,593660956;163,3065556;0,988509119;0,973103975;5,07242033;81,70029982;1271,81279;0,911367531;Okay
WX6385;07.08.2023;0,281297502;0,06;0,604261728;0,756524874;1558,667005;55467,75844;0,975849776;1,046808963;175,5344706;0,996793057;0,997452087;5,128775584;76,75981948;-574,2807447;0,854803679;Okay
WX6386;05.08.2023;2,059934679;0,05;0,484183803;0,124079239;1731,040926;55107,12591;1,25068293;1,225687008;170,568861;0,934071883;0,986087686;5,167547754;80,71435959;193,655065;0,861814822;Okay
WX6387;01.08.2023;0,069208705;0,06;0,667260196;0,37972434;1601,193766;55281,07232;0,921953721;1,393512436;158,7208176;0,961446045;0,982589763;5,022381112;79,06327159;639,3072469;0,814210513;Okay
WX6388;04.08.2023;0,090273745;0,07;0,53975617;0,368885062;1908,918879;55858,22333;1,237956798;1,108499167;165,4687206;0,972194351;0,964621885;5,117870639;79,31618452;1450,336019;0,841503183;Okay
WX6389;01.08.2023;0,725938269;0,05;0,447487505;0,275331479;1663,30102;55005,88823;1,069048986;1,748309317;164,6094189;0,923498143;0,986102797;5,066882219;78,82600987;186,0078768;0,802108642;Not Okay
WX6390;05.08.2023;0,363867437;0,06;0,49126443;0,738349624;1559,79755;55756,34169;0,934058827;1,971471565;158,6131197;0,86933152;0,967786805;5,070284541;80,55866091;171,1835784;0,839072008;Okay
WX6391;07.08.2023;1,71033435;0,08;0,628755599;0,516071876;1757,445462;55811,40653;1,015949459;1,894976488;168,6146938;0,775027837;0,998051777;5,116613619;80,43214799;208,7758087;0,860269577;Okay
WX6392;02.08.2023;1,25705177;0,08;0,642026026;0,769031507;1557,668911;55119,8375;0,756534416;1,95364959;168,9499228;0,918618864;0,985032603;5,188898315;81,02029712;2070,324646;0,807486168;Okay
WX6393;06.08.2023;1,850947503;0,06;0,232475103;0,581079432;1717,589371;55962,18947;1,23377175;1,544864969;153,2200246;0,850547958;0,975135066;5,12272759;81,81487528;1139,773947;0,881016289;Okay
WX6394;02.08.2023;0,490708851;0,08;0,380460475;0,572487477;1857,937842;55872,29074;1,078898301;1,148062895;152,6749552;0,975153141;0,989406941;5,100633946;81,12084348;2319,607506;0,853357338;Okay
WX6395;07.08.2023;1,686339455;0,06;0,437273197;0,407318763;1645,206912;55178,5313;0,96136673;1,666799338;150,8899423;0,700411097;0,965821453;5,133085298;79,64544704;1546,232525;0,807814282;Okay
WX6396;01.08.2023;2,478376718;0,06;0,64063224;0,731682337;1700,542228;55241,45701;1,165442723;1,059673628;167,7693004;0,976066989;0,989924741;5,043472026;83,0031774;2459,582122;0,85224007;Okay
WX6397;06.08.2023;0,529424008;0,08;0,625753627;0,64647333;1545,496958;55818,45791;0,942694741;1,476128244;179,8767509;0,984987129;0,983586634;5,119510308;79,14403031;512,0793204;0,817533967;Okay
WX6398;07.08.2023;0,519197012;0,07;0,600456128;0,371001479;1771,463405;55546,37322;0,976591545;1,789311146;177,2602345;0,765840547;0,983561116;5,042549107;78,86855019;1316,589163;0,901040757;Okay
WX6399;05.08.2023;2,877624063;0,08;0,613543633;0,894858648;1547,090344;55922,56798;0,953214998;1,854919398;163,8292911;0,963710459;0,987775891;5,100208285;81,28928798;2977,300212;0,862011206;Okay
WX6400;02.08.2023;0,063840666;0,07;0,671278722;0,470231359;1637,325188;55979,14102;1,297931094;1,2953695;159,566456;0,877046368;0,979700779;5,122973763;78,6909408;1724,08406;0,868990381;Okay
WX6401;05.08.2023;0,53884294;0,06;0,555974268;0,353272156;1853,2968;55343,44114;1,162108867;1,221938441;171,9978406;0,788014697;0,988541;5,083878559;78,97880636;449,9060343;0,842656657;Okay
WX6402;06.08.2023;0,157907471;0,07;0,60890929;0,650234445;1562,965817;55096,97202;1,257273763;1,689469106;160,0587783;0,902647292;0,978240813;5,125554558;78,56049579;3422,704746;0,844327366;Okay
WX6403;06.08.2023;0,036761027;0,06;0,543201681;0,278245944;1852,871426;55703,51489;0,927787923;1,138766892;151,0418827;0,93925314;0,998533453;5,176146731;79,04215535;1100,43985;0,827719683;Not Okay
WX6404;02.08.2023;0,149703862;0,06;0,605624392;0,764515258;1764,840185;55923,1207;0,994101231;1,994009086;165,5205074;0,826453472;0,973745293;5,009069535;80,28422518;574,6379077;0,893248102;Okay
WX6405;05.08.2023;0,705383636;0,05;0,451536179;0,644290863;1559,238212;55164,87793;0,820814648;1,332165557;159,6212352;0,886360104;0,969416138;5,170869847;81,19471385;1046,660737;0,801587812;Okay
WX6406;03.08.2023;1,45176468;0,06;0,413266479;0,796052283;1570,766734;55985,38548;0,706079482;1,749373103;151,3271481;0,760452746;0,972507343;5,112418767;82,57083336;2748,356623;0,866262344;Okay
WX6407;05.08.2023;0,426850187;0,08;0,434074539;0,36324109;1778,549624;55195,86983;0,816865368;1,725574808;172,7914359;0,709780497;0,970142727;5,142768259;79,16654881;480,1116884;0,820970245;Okay
WX6408;06.08.2023;2,368697134;0,08;0,472459175;0,78354045;1806,251897;55086,2756;1,257355757;1,31018671;167,1942116;0,980650135;0,975310259;5,159275349;79,8477487;-391,526799;0,90156959;Okay
WX6409;05.08.2023;0,71946216;0,07;0,581557286;0,500744914;1775,408069;55495,69798;0,973823097;1,386197573;160,4695593;0,746272278;0,985099169;5,030522129;78,85537173;-344,0830843;0,881128003;Okay
WX6410;07.08.2023;4,311464355;0,06;0,664901903;0,147325021;1799,901821;55805,57261;0,778507405;1,84168236;162,5038283;0,854130841;0,969064926;5,010583772;78,58797537;3679,874699;0,815406938;Okay
WX6411;01.08.2023;3,853129675;0,07;0,439484704;0,255335414;1651,865058;55354,37517;0,971543782;1,227953476;152,3472173;0,725558755;0,978045007;5,106853598;79,48753636;-301,6329028;0,850952855;Not Okay
WX6412;03.08.2023;1,855028553;0,07;0,752833486;0,274119332;1500,602832;55331,84109;1,175641687;1,06003836;153,7075595;0,956737507;0,9927319;5,085694979;78,79305739;21,21321984;0,857893742;Okay
WX6413;04.08.2023;3,367785754;0,08;0,477743707;0,714392781;1722,138165;55197,11132;1,000477345;1,147264254;162,5721829;0,931444528;0,972790506;5,113032058;81,58159276;151,8352483;0,917731277;Okay
WX6414;07.08.2023;1,534888286;0,06;0,501951148;0,262500331;1749,697453;55986,0792;1,262094611;1,684078654;154,53857;0,758022897;0,969440572;5,161095319;79,22649384;-221,6191798;0,873834562;Okay
WX6415;01.08.2023;2,824205751;0,06;0,528654002;0,549533804;1788,814906;55341,86536;1,239017006;1,237438774;155,6990957;0,944133246;0,974493435;5,081439415;78,98633544;2648,354246;0,889711122;Okay
WX6416;04.08.2023;0,337259664;0,08;0,43690253;0,622033626;1597,151487;55666,47064;0,983949505;1,56711623;161,0616028;0,802387442;0,974648153;5,136819649;80,10919771;-26,36088623;0,887095934;Okay
WX6417;02.08.2023;0,52970222;0,08;0,449987244;0,719085897;1571,497344;55132,38103;0,749774773;1,393547825;165,719924;0,951754159;0,991793923;5,08469097;79,80560725;402,8158117;0,852631969;Not Okay
WX6418;04.08.2023;1,747604811;0,06;0,469573952;0,727104174;1848,728277;55449,75674;1,122668181;1,868214091;166,7260351;0,775206271;1,006107622;5,149989409;79,4265387;1005,983563;0,873710033;Okay
WX6419;07.08.2023;0,690778081;0,05;0,382548563;0,674083085;1853,344764;55795,82493;0,913827438;1,487455722;164,685842;0,841475092;0,970273848;5,18835095;80,967987;1348,971562;0,825278797;Okay
WX6420;05.08.2023;2,270019869;0,07;0,418031545;0,270547036;1914,79644;55970,34172;1,171436836;1,139609613;152,1885527;0,778457158;0,985219479;5,04672638;82,94611129;1447,832178;0,888182228;Okay
WX6421;07.08.2023;2,625973172;0,07;0,492274725;0,53477545;1642,699486;55177,3356;0,885320913;1,832834564;152,3951789;0,90097506;0,980783679;5,013267936;80,06265754;194,395534;0,842799116;Okay
WX6422;04.08.2023;0,44536071;0,07;0,459351097;0,332135665;1524,787589;55094,6502;0,898373541;1,08266547;156,1704155;0,716323077;0,974630097;5,095959737;78,0201513;1350,22604;0,837908688;Okay
WX6423;06.08.2023;2,167694668;0,06;0,435142871;0,720078046;1699,871197;55987,50343;1,025392339;1,828244183;176,2803918;0,873714444;0,983661995;5,085352129;79,30552568;1814,729473;0,900739092;Okay
WX6424;01.08.2023;0,209435432;0,06;0,602519456;0,698474249;1701,493304;55554,1828;0,71493868;1,041495638;153,3464908;0,921230815;0,98654668;5,04707789;80,77171226;157,4947462;0,83420031;Okay
WX6425;01.08.2023;0,508451268;0,05;0,32489201;0,283718053;1515,342683;55345,42089;0,801793998;1,003635114;171,6643002;0,758618422;0,976113305;5,135896885;81,03883015;50,69811729;0,805621854;Okay
WX6426;04.08.2023;0,912173065;0,07;0,558516495;0,613074177;1741,525801;55960,27841;1,210848583;1,75553488;174,5815891;0,771086885;0,965746519;5,012462935;80,29991426;-1724,243621;0,897096618;Okay
WX6427;01.08.2023;0,320946132;0,05;0,515098437;0,146742322;1609,543997;55390,1891;1,27394351;1,560085672;153,1489047;0,917700706;0,974400544;5,123277916;81,40438968;103,7112929;0,808511307;Okay
WX6428;06.08.2023;1,082198528;0,06;0,528329919;0,714838734;1550,032676;55232,00384;0,815251952;1,215016304;167,900987;0,824707388;0,975186637;5,016220974;80,25171828;1479,042032;0,823468136;Okay
WX6429;07.08.2023;1,080498036;0,06;0,377221549;0,724161652;1754,054328;55803,50361;1,163480134;1,965947742;173,0725867;0,886868765;0,969866146;5,178770556;79,43021902;-605,8250783;0,810544083;Okay
WX6430;01.08.2023;0,289762015;0,06;0,444490092;0,377609529;1618,585283;55313,96449;0,767117533;1,637012686;174,0956904;0,828000459;0,993422927;5,114266237;77,95223522;-62,48095413;0,803518062;Okay
WX6431;04.08.2023;1,984848394;0,06;0,53917441;0,745005237;1735,860933;55321,97781;0,983614469;1,238566676;150,8699822;0,825639002;0,981636338;5,11225879;78,6217858;443,3224611;0,894338912;Okay
WX6432;03.08.2023;1,248383432;0,05;0,445930979;0,78663804;1506,388217;55444,98972;1,00508089;1,415988918;166,0559512;0,7901633;0,979087629;5,155068136;80,25142001;143,2541229;0,886042441;Not Okay
WX6433;03.08.2023;0,47796815;0,08;0,346345108;0,252046244;1653,812075;55692,959;1,038236469;1,913178604;155,5910767;0,875515943;0,977173483;5,149080302;79,6037309;583,0614605;0,878086192;Not Okay
WX6434;02.08.2023;0,330257723;0,05;0,473077813;0,380716083;1863,477708;55841,76359;0,916863421;1,203400247;176,6791557;0,879799156;0,983960975;5,003111315;84,14435966;1629,048425;0,890626652;Okay
WX6435;01.08.2023;2,637377368;0,06;0,480900333;0,308864541;1773,049197;55226,17205;1,213671013;1,926860112;163,9452603;0,925655073;0,996493359;5,178395606;82,27675894;1770,51891;0,865120047;Okay
WX6436;07.08.2023;2,257898012;0,06;0,572924983;0,399486664;1864,35427;55362,48759;0,882074217;1,216783517;162,4719918;0,850498256;0,972918389;5,11531993;80,48161899;-320,0026663;0,854535436;Okay
WX6437;04.08.2023;0,326317501;0,08;0,613584599;0,457523327;1810,999289;55496,16865;0,991137091;1,023524295;156,2041592;0,868575075;0,977406962;5,167222258;79,6783394;1262,56619;0,813056999;Okay
WX6438;01.08.2023;0,04531819;0,06;0,513806914;0,507974997;1802,280487;55025,61075;0,816301397;1,268437102;155,8865363;0,954268084;0,993168406;5,145915244;77,5603495;671,8946121;0,913825874;Okay
WX6439;05.08.2023;2,040452055;0,05;0,543683977;0,128082962;1865,409727;55697,10556;1,043710307;1,054620223;179,7373846;0,712110397;0,978385614;5,006300682;82,59788115;1517,311836;0,817618779;Okay
WX6440;06.08.2023;1,194792176;0,05;0,605565532;0,144133079;1508,208107;55565,96767;0,818302925;1,232946847;152,028947;0,855846789;0,988063035;5,024210256;79,86427398;2330,699906;0,836887358;Okay
WX6441;01.08.2023;0,132926284;0,07;0,481207353;0,624187707;1676,39929;55133,56042;0,844902801;1,271985562;151,2619948;0,737875654;0,982950484;5,036114217;81,39067556;-667,038808;0,919717359;Okay
WX6442;01.08.2023;1,106469237;0,07;0,554154593;0,454193111;1903,373904;55130,32794;0,962417114;1,416681619;157,9773226;0,905650293;0,987872275;5,070014746;80,40142685;164,072254;0,842663322;Okay
WX6443;03.08.2023;0,752266769;0,06;0,35803847;0,171790081;1574,40793;55895,18218;0,866656067;1,282696488;160,9956886;0,968302547;0,96313793;5,084598948;81,18422451;-386,6472707;0,841289578;Okay
WX6444;06.08.2023;1,862072908;0,05;0,443745796;0,408983932;1774,565489;55683,31146;0,724077732;1,711738843;161,6467708;0,827396553;0,966813317;5,146623825;79,23026893;1683,828903;0,861668431;Okay
WX6445;04.08.2023;0,29320572;0,06;0,671416733;0,480395916;1831,881143;55388,06061;1,177859079;1,970833158;155,7525927;0,890743067;0,990905202;5,074133009;78,70214002;708,3226985;0,91438606;Okay
WX6446;01.08.2023;0,754491338;0,07;0,602434074;0,608472082;1892,113898;55338,08132;1,192084107;1,047511164;178,1730713;0,810832081;0,968572496;5,165961101;80,94789983;-894,6689853;0,860269321;Okay
WX6447;03.08.2023;0,212365076;0,07;0,583577278;0,194664052;1866,154946;55316,85324;1,240428346;1,513037861;177,0636628;0,926768135;0,969987744;5,096918589;78,43604832;-201,5614936;0,876443831;Okay
WX6448;02.08.2023;3,948615078;0,05;0,411380545;0,895843452;1784,164119;55654,65965;1,287932122;1,261676626;164,9178596;0,876798857;0,967134315;5,069478321;80,87009582;-1551,439971;0,817234767;Okay
WX6449;06.08.2023;1,885510586;0,07;0,347656602;0,479764428;1798,687351;55178,74843;0,767945672;1,46273841;172,6086802;0,882126992;0,95017143;5,162266151;81,41650287;-52,77234287;0,837388851;Okay
WX6450;03.08.2023;1,668182989;0,06;0,40415215;0,644632459;1644,075239;55987,43493;0,86470293;1,704593203;156,743051;0,752018529;0,979599274;5,029283982;78,19466311;-1593,469569;0,821263838;Okay
WX6451;03.08.2023;1,464812331;0,07;0,510327397;0,826574538;1594,052945;55687,05537;1,078370942;1,876800806;175,6444206;0,702051162;0,979078482;5,118292689;79,73025836;418,2705587;0,857525259;Okay
WX6452;07.08.2023;0,68812034;0,07;0,553116142;0,125458691;1902,621583;55127,12008;1,225821444;1,886681714;162,3579209;0,887733324;0,974054765;5,0053734;79,87263681;187,8852653;0,874326367;Okay
WX6453;03.08.2023;3,20953042;0,08;0,658404324;0,581087183;1909,737712;55138,03015;0,797387224;1,163149113;154,0060361;0,733675796;1,008797691;5,148943832;81,9579382;536,9321527;0,837245747;Okay
WX6454;07.08.2023;0,094640243;0,06;0,379505855;0,532284593;1678,333122;55648,29329;0,990127604;1,562637453;173,7929962;0,740045754;0,974525204;5,122058422;77,89742588;1263,197234;0,816335905;Okay
WX6455;01.08.2023;2,032334375;0,07;0,443325573;0,145925441;1672,546305;55383,17428;1,287272044;1,282898533;164,4222237;0,749102167;0,976392419;5,164199834;80,80832526;-37,68070039;0,827362394;Okay
WX6456;01.08.2023;0,302960099;0,06;0,663270399;0,654422196;1689,721487;55659,95774;0,898616433;1,497821734;168,2115129;0,819984134;0,988764013;5,053472702;79,16217995;626,8950288;0,917015874;Okay
WX6457;02.08.2023;0,489504448;0,06;0,341051065;0,276625904;1693,793833;55722,51688;0,994661749;1,919991753;177,4989725;0,773416984;0,985018351;5,156625049;80,56970305;1626,822347;0,82544822;Not Okay
WX6458;05.08.2023;0,91597727;0,05;0,52193904;0,661505269;1853,709936;55537,92006;1,116281324;1,060665635;167,1699366;0,986060382;0,982413402;5,059616645;78,88678652;746,4410633;0,818064019;Okay
WX6459;05.08.2023;1,907836721;0,06;0,307589541;0,39010334;1680,891684;55256,55373;0,953035767;1,594155642;157,9854743;0,903054585;0,981988653;5,071448405;80,93911933;1461,195234;0,867502204;Okay
WX6460;05.08.2023;2,279332883;0,05;0,465241783;0,716100961;1870,587563;55551,16112;1,130523771;1,359719036;160,2874767;0,758262194;0,992057606;5,188412599;77,15998981;1300,841032;0,919703232;Okay
WX6461;07.08.2023;1,095533245;0,08;0,696618302;0,853409155;1791,977587;55421,86538;0,788592557;1,868104579;175,6930597;0,941164768;0,976194803;5,091572125;78,28493962;2102,705893;0,825058615;Okay
WX6462;06.08.2023;0,644872016;0,07;0,554924242;0,788410094;1905,464364;55890,33706;0,838358233;1,218313311;174,3880602;0,784088455;0,981825415;5,104508136;80,14697041;-451,9164788;0,857882906;Okay
WX6463;06.08.2023;3,660148607;0,06;0,632476597;0,486058857;1783,315355;55740,21132;0,932134834;1,332987017;172,1885958;0,939944037;0,983737336;5,187242848;80,66416685;-731,0825164;0,875763036;Okay
WX6464;02.08.2023;0,353818155;0,05;0,554579351;0,280218323;1673,11407;55618,98414;1,290343446;1,020312042;153,8684008;0,840710779;0,964720255;5,189657733;80,9849968;47,37262079;0,814823934;Not Okay
WX6465;06.08.2023;2,031289683;0,06;0,552884803;0,893938816;1885,551403;55039,72292;0,909264822;1,429948046;155,8300615;0,843991629;0,979217006;5,068583433;77,09085715;-392,3666631;0,865745949;Okay
WX6466;05.08.2023;1,183597297;0,06;0,33680573;0,627598936;1596,513655;55990,16961;1,249324879;1,633227809;171,0896767;0,81473189;0,979406829;5,092049624;80,26277923;1890,627945;0,813570913;Okay
WX6467;05.08.2023;0,591300328;0,06;0,706514792;0,41676211;1905,281324;55566,2714;1,22492463;1,19616051;158,3419244;0,774060375;0,978779338;5,106170783;76,87738751;662,9731832;0,852962215;Okay
WX6468;03.08.2023;0,001711151;0,06;0,663042193;0,485218998;1518,240178;55258,97762;1,153483034;1,635675583;171,3403372;0,906107946;0,968403792;5,061674999;79,34629727;1499,25438;0,918343924;Not Okay
WX6469;06.08.2023;0,739591186;0,08;0,425372429;0,202444233;1769,195051;55591,52566;0,92220711;1,744714605;170,8035974;0,851012945;0,963487159;5,136019093;81,27705631;981,6910109;0,832509536;Okay
WX6470;01.08.2023;0,404948566;0,07;0,653145607;0,504233624;1507,664853;55817,89595;0,898265329;1,192419703;167,6589197;0,702662128;0,981945921;5,051707371;81,29561036;-643,2689043;0,888156055;Okay
WX6471;01.08.2023;0,137752233;0,07;0,606420942;0,238531606;1585,668984;55538,55702;1,083815828;1,755271238;179,6497618;0,796472363;0,967393546;5,03155058;81,95820218;60,7842367;0,869089416;Okay
